%        w            U11            U12            U13            U21            U22            U23            U31            U32            U33
       254      3.442e-11              0     7.4341e-11              0     -2.022e-10              0    -8.9002e-11             -0    -1.6057e-10
       255     4.5874e-11              0     7.4791e-11              0    -2.4346e-10              0    -7.9505e-11             -0    -1.5914e-10
       256     5.6494e-11              0     7.4551e-11              0      -2.82e-10              0    -6.9066e-11             -0    -1.5605e-10
       257     6.6231e-11              0     7.3641e-11              0    -3.1745e-10              0    -5.7791e-11             -0    -1.5136e-10
       258     7.5043e-11              0     7.2084e-11              0    -3.4949e-10              0    -4.5798e-11             -0    -1.4517e-10
       259     8.2899e-11              0      6.991e-11              0    -3.7781e-10              0    -3.3212e-11             -0    -1.3758e-10
       260     8.9779e-11              0     6.7155e-11              0    -4.0218e-10              0    -2.0165e-11             -0    -1.2871e-10
       261      9.567e-11              0      6.386e-11              0    -4.2236e-10              0     -6.795e-12             -0    -1.1869e-10
       262     1.0057e-10              0      6.007e-11              0     -4.382e-10              0     6.7555e-12              0    -1.0767e-10
       263     1.0448e-10              0     5.5834e-11              0    -4.4958e-10              0     2.0342e-11              0    -9.5779e-11
       264     1.0743e-10              0     5.1203e-11              0    -4.5641e-10              0     3.3818e-11              0    -8.3186e-11
       265     1.0943e-10              0     4.6233e-11              0    -4.5867e-10              0     4.7038e-11              0    -7.0048e-11
       266     1.1051e-10              0     4.0982e-11              0    -4.5638e-10              0     5.9858e-11              0    -5.6527e-11
       267     1.1072e-10              0     3.5508e-11              0    -4.4959e-10              0     7.2139e-11              0    -4.2785e-11
       268      1.101e-10              0     2.9871e-11              0    -4.3841e-10              0     8.3747e-11              0    -2.8985e-11
       269     1.0869e-10              0     2.4131e-11              0    -4.2299e-10              0     9.4553e-11              0    -1.5284e-11
       270     1.0657e-10              0     1.8348e-11              0    -4.0352e-10              0     1.0444e-10              0     -1.838e-12
       271     1.0377e-10              0     1.2582e-11              0    -3.8024e-10              0     1.1329e-10              0     1.1207e-11
       272     1.0038e-10              0      6.889e-12              0    -3.5341e-10              0     1.2101e-10              0     2.3712e-11
       273     9.6455e-11              0     1.3252e-12              0    -3.2333e-10              0     1.2751e-10              0     3.5546e-11
       274     9.2064e-11              0    -4.0567e-12              0    -2.9034e-10              0     1.3272e-10              0     4.6591e-11
       275     8.7279e-11              0    -9.2069e-12              0    -2.5478e-10              0     1.3657e-10              0     5.6739e-11
       276     8.2169e-11              0    -1.4079e-11              0    -2.1704e-10              0     1.3902e-10              0     6.5897e-11
       277     7.6805e-11              0    -1.8632e-11              0    -1.7752e-10              0     1.4004e-10              0     7.3984e-11
       278     7.1256e-11              0    -2.2827e-11              0    -1.3663e-10              0     1.3961e-10              0     8.0936e-11
       279     6.5589e-11              0    -2.6631e-11              0    -9.4791e-11              0     1.3772e-10              0     8.6701e-11
       280      5.987e-11              0    -3.0017e-11              0    -5.2431e-11              0      1.344e-10              0     9.1245e-11
       281     5.4159e-11              0     -3.296e-11              0     -9.979e-12              0     1.2967e-10              0     9.4548e-11
       282     4.8516e-11              0    -3.5445e-11              0     3.2138e-11              0     1.2359e-10              0     9.6606e-11
       283     4.2994e-11              0    -3.7458e-11              0     7.3502e-11              0      1.162e-10              0      9.743e-11
       284     3.7643e-11              0    -3.8992e-11              0     1.1371e-10              0     1.0759e-10              0     9.7046e-11
       285     3.2508e-11              0    -4.0047e-11              0     1.5236e-10              0     9.7849e-11              0     9.5494e-11
       286     2.7629e-11              0    -4.0626e-11              0     1.8909e-10              0     8.7071e-11              0     9.2826e-11
       287     2.3039e-11              0    -4.0738e-11              0     2.2356e-10              0     7.5371e-11              0      8.911e-11
       288     1.8768e-11              0    -4.0397e-11              0     2.5543e-10              0     6.2873e-11              0     8.4421e-11
       289     1.4838e-11              0    -3.9622e-11              0     2.8442e-10              0     4.9709e-11              0     7.8848e-11
       290     1.1267e-11              0    -3.8435e-11              0     3.1026e-10              0     3.6019e-11              0     7.2486e-11
       291     8.0664e-12              0    -3.6865e-11              0     3.3273e-10              0      2.195e-11              0     6.5441e-11
       292      5.242e-12              0    -3.4941e-11              0     3.5165e-10              0     7.6524e-12              0     5.7822e-11
       293      2.795e-12              0    -3.2697e-11              0     3.6686e-10              0    -6.7201e-12             -0     4.9744e-11
       294     7.2112e-13              0    -3.0169e-11              0     3.7825e-10              0    -2.1012e-11             -0     4.1326e-11
       295    -9.8851e-13             -0    -2.7397e-11             -0     3.8574e-10              0    -3.5068e-11             -0     3.2688e-11
       296    -2.3473e-12             -0    -2.4421e-11             -0     3.8931e-10              0    -4.8735e-11             -0     2.3949e-11
       297    -3.3727e-12             -0    -2.1281e-11             -0     3.8897e-10              0    -6.1864e-11             -0     1.5228e-11
       298    -4.0858e-12             -0    -1.8022e-11             -0     3.8475e-10              0    -7.4309e-11             -0     6.6401e-12
       299    -4.5108e-12             -0    -1.4685e-11             -0     3.7676e-10              0    -8.5935e-11             -0    -1.7024e-12
       300    -4.6743e-12             -0    -1.1312e-11             -0     3.6511e-10              0    -9.6611e-11             -0    -9.6946e-12
       301    -4.6054e-12             -0    -7.9451e-12             -0     3.4996e-10              0    -1.0622e-10             -0    -1.7237e-11
       302    -4.3346e-12             -0    -4.6234e-12             -0      3.315e-10              0    -1.1465e-10             -0     -2.424e-11
       303    -3.8937e-12             -0    -1.3854e-12             -0     3.0996e-10              0    -1.2181e-10             -0    -3.0622e-11
       304    -3.3147e-12             -0      1.733e-12             -0      2.856e-10              0    -1.2761e-10             -0    -3.6312e-11
       305      -2.63e-12             -0     4.6987e-12             -0     2.5869e-10              0    -1.3199e-10             -0    -4.1249e-11
       306    -1.8713e-12             -0     7.4814e-12             -0     2.2953e-10              0     -1.349e-10             -0    -4.5384e-11
       307    -1.0694e-12             -0     1.0054e-11             -0     1.9845e-10              0    -1.3629e-10             -0    -4.8679e-11
       308    -2.5401e-13             -0     1.2393e-11             -0     1.6578e-10              0    -1.3615e-10             -0    -5.1112e-11
